Time,BTCUSDT,ETHUSDT,BNBUSDT,NEOUSDT,LTCUSDT,QTUMUSDT,ADAUSDT,XRPUSDT,EOSUSDT,IOTAUSDT,XLMUSDT,ONTUSDT,TRXUSDT,ETCUSDT,ICXUSDT,NULSUSDT,VETUSDT,LINKUSDT,WAVESUSDT,ONGUSDT,HOTUSDT,ZILUSDT,ZRXUSDT,FETUSDT,BATUSDT,XMRUSDT,ZECUSDT,IOSTUSDT,CELRUSDT,DASHUSDT,OMGUSDT,THETAUSDT,ENJUSDT,MITHUSDT,MATICUSDT,ATOMUSDT
2019-05-17,7355.26,244.3,25.7795,11.265,89.76,2.887,0.08275,0.38862,6.0353,0.3924,0.13084,1.3766,0.027,7.2659,0.3735,0.699,0.00755,0.8911,2.4135,0.3878,0.0015095,0.01766,0.3126,0.1709,0.3715,82.61,73.34,0.012296,0.01352,139.49,1.99,0.114,0.16189,0.03895,0.01455,4.413
2019-05-18,7257.45,233.6,28.8171,10.7,86.51,2.826,0.07872,0.37183,5.8813,0.3798,0.13129,1.308,0.02644,7.16,0.371,0.6832,0.007729,0.9359,2.3813,0.3966,0.0014971,0.01694,0.3242,0.1615,0.3731,79.75,71.91,0.011807,0.01247,141.03,1.8872,0.11934,0.14734,0.04589,0.01235,4.684
2019-05-19,8148.48,259.51,29.1122,11.655,94.58,3.14,0.08613,0.41631,6.4581,0.4219,0.14264,1.4185,0.02825,7.765,0.3822,0.7078,0.007879,0.9934,2.5318,0.4075,0.0015162,0.01753,0.3366,0.2059,0.3813,90.09,77.6,0.012385,0.01727,172.14,2.0995,0.1162,0.15288,0.04674,0.02018,4.852
2019-05-20,7938.15,250.37,29.2666,11.998,91.1,3.09,0.08439,0.39636,6.2144,0.4026,0.13495,1.3682,0.02782,7.3647,0.369,0.6921,0.007665,1.117,2.4393,0.4279,0.0017227,0.01731,0.3174,0.2709,0.3603,87.19,75.95,0.012061,0.02114,166.45,2.0274,0.113,0.15303,0.05399,0.0295,4.673
2019-05-21,7904.87,253.43,32.3907,12.079,90.79,3.153,0.08403,0.39524,6.2589,0.4127,0.13359,1.3818,0.0283,7.385,0.4016,0.7379,0.007703,1.1798,2.4716,0.4329,0.0018391,0.02085,0.3308,0.2285,0.3643,88.51,74.51,0.01292,0.01793,165.71,2.1054,0.11373,0.17,0.05112,0.02953,4.743
2019-05-22,7628.43,243.64,30.8067,11.154,87.74,2.853,0.07749,0.37183,5.9285,0.3824,0.12173,1.317,0.02655,6.9025,0.3745,0.7123,0.00711,1.2205,2.3588,0.428,0.0017299,0.02163,0.3026,0.1686,0.3424,83.07,69.73,0.0115,0.01363,153.87,1.9122,0.1055,0.15488,0.0459,0.02209,4.306
2019-05-23,7851.51,244.56,31.3934,11.411,88.61,2.872,0.08034,0.37956,6.0157,0.3859,0.12483,1.3122,0.02696,7.0552,0.3815,0.7596,0.00745,1.3392,3.28,0.4453,0.0020533,0.0203,0.313,0.1789,0.348,84.69,71.91,0.011714,0.01466,154.06,1.9059,0.10916,0.16721,0.04651,0.02739,4.337
2019-05-24,7964.87,248.87,33.9435,11.519,100.5,2.916,0.08062,0.38286,6.4064,0.3806,0.12522,1.3368,0.02761,7.2925,0.386,0.7532,0.007361,1.3314,2.6733,0.4436,0.0019746,0.01924,0.3144,0.1585,0.3508,85.44,72.38,0.012067,0.01354,155.8,1.9722,0.1182,0.16081,0.04887,0.02529,4.454
2019-05-25,8025.41,250.22,35.0168,11.416,102.66,2.899,0.08006,0.3852,6.3603,0.3819,0.12475,1.3495,0.0276,7.2763,0.3766,0.7656,0.007344,1.113,2.717,0.4702,0.0019174,0.0201,0.3216,0.1777,0.3476,86.8,72.3,0.012152,0.01384,156.02,1.9636,0.13695,0.16634,0.0504,0.02475,4.385
2019-05-26,8614.43,264.45,33.0919,11.836,111.0,3.062,0.08514,0.40372,6.8511,0.4057,0.1316,1.4067,0.0307,7.6004,0.3786,0.7683,0.007523,1.0828,2.679,0.4704,0.0020526,0.01953,0.3247,0.1741,0.3497,91.3,75.32,0.012916,0.01419,161.96,2.0589,0.12353,0.159,0.05716,0.02419,4.481
2019-05-27,8756.32,270.53,33.511,12.363,116.3,3.192,0.09034,0.43331,7.9944,0.4329,0.13778,1.4923,0.03497,8.1316,0.392,0.7738,0.00797,1.2119,2.7265,0.4871,0.002124,0.0202,0.3354,0.1697,0.3778,97.43,76.22,0.013902,0.01356,165.79,2.2015,0.12655,0.16329,0.05407,0.02235,4.655
2019-05-28,8715.64,271.03,33.1068,12.662,114.81,3.224,0.09289,0.44877,8.075,0.4806,0.13917,1.4763,0.03471,8.2296,0.3999,0.7847,0.007774,1.2788,2.7559,0.479,0.00241,0.0216,0.3356,0.1821,0.3696,95.93,85.12,0.013688,0.01414,169.66,2.2597,0.13275,0.16749,0.05256,0.0238,4.778
2019-05-29,8645.68,268.83,33.6066,13.633,115.06,3.298,0.09082,0.44307,7.9658,0.5114,0.13566,1.528,0.03365,8.1954,0.4081,0.7878,0.007644,1.1725,2.6688,0.4977,0.0024126,0.02075,0.3426,0.1755,0.3612,93.81,85.08,0.013515,0.01412,168.27,2.2889,0.15068,0.16746,0.05089,0.02212,4.696
2019-05-30,8269.54,254.56,31.6666,12.575,107.78,3.114,0.08392,0.41789,7.3,0.4723,0.12872,1.4417,0.03102,8.0665,0.3868,0.7488,0.00747,1.0023,2.5428,0.4459,0.002109,0.01939,0.3239,0.164,0.3363,91.61,82.99,0.01284,0.01379,162.92,2.1704,0.13123,0.1517,0.04579,0.01972,5.926
2019-05-31,8555.0,267.9,32.8862,13.543,114.6,3.298,0.08914,0.43851,8.5645,0.508,0.13348,1.5269,0.03307,8.6614,0.3987,0.7818,0.007656,1.0189,2.6385,0.4572,0.0022777,0.02038,0.3425,0.1828,0.3478,93.25,90.2,0.013316,0.0166,165.99,2.2593,0.13728,0.15668,0.04818,0.02216,5.782
2019-06-01,8544.07,264.33,33.3521,13.709,112.35,3.508,0.09047,0.42894,7.7027,0.4785,0.13257,1.465,0.03746,8.5698,0.3872,0.7744,0.007404,0.956,2.6044,0.4398,0.0022488,0.01967,0.3331,0.1939,0.3573,92.96,86.17,0.012749,0.01807,163.0,2.2232,0.13147,0.15172,0.04551,0.02104,5.771
2019-06-02,8725.98,268.88,33.1527,14.11,114.39,3.608,0.0963,0.44396,7.7188,0.4891,0.13639,1.5017,0.03822,9.5287,0.4301,0.7927,0.007724,1.0155,2.6546,0.4495,0.0022398,0.02176,0.3405,0.2,0.3586,94.77,88.86,0.012947,0.01735,165.09,2.3537,0.141,0.16895,0.04747,0.02012,6.388
2019-06-03,8115.82,249.91,30.7564,12.418,105.99,3.15,0.08745,0.41731,6.6926,0.4442,0.12764,1.348,0.03375,9.3529,0.3862,0.75,0.00717,0.9,2.4169,0.4176,0.0019585,0.02076,0.3169,0.1752,0.3381,88.85,83.63,0.011663,0.01578,155.22,2.0903,0.13034,0.15089,0.04204,0.01911,6.506
2019-06-04,7687.03,241.39,29.2596,11.475,102.2,2.965,0.08247,0.39878,6.2943,0.4241,0.12106,1.2547,0.03505,8.2603,0.3607,0.723,0.007415,0.885,2.3174,0.3869,0.0018302,0.02192,0.3038,0.1762,0.33,83.65,77.69,0.011087,0.01623,143.83,1.9639,0.12319,0.14325,0.04034,0.02139,5.93
2019-06-05,7776.5,245.63,30.8886,11.575,103.66,3.016,0.08252,0.4001,6.419,0.4287,0.12119,1.3031,0.03396,8.0964,0.3594,0.7655,0.007652,1.096,2.3065,0.3901,0.0019483,0.02137,0.3143,0.2049,0.3276,84.65,80.41,0.011124,0.01907,146.96,1.9672,0.12945,0.1458,0.0424,0.02285,6.14
2019-06-06,7786.7,248.76,31.0888,11.628,111.19,3.004,0.08308,0.41937,6.3602,0.4218,0.1248,1.3004,0.03259,7.9374,0.3659,0.7578,0.00768,1.1098,2.2993,0.4102,0.0018729,0.02322,0.3205,0.1981,0.3264,86.69,79.65,0.011066,0.01842,143.18,1.9944,0.13027,0.14934,0.04045,0.02361,5.987
2019-06-07,7980.53,248.77,31.3098,12.167,116.71,3.13,0.085,0.41886,6.6195,0.4423,0.12705,1.324,0.03348,8.2067,0.3791,0.7859,0.007704,1.1753,2.3701,0.4236,0.0019336,0.02537,0.3326,0.2075,0.3373,88.0,83.13,0.0114,0.0191,149.45,2.0221,0.13395,0.15274,0.04229,0.02426,6.279
2019-06-08,7893.62,243.25,31.7333,11.971,118.01,2.996,0.08356,0.40699,6.3408,0.4284,0.12376,1.3183,0.03202,8.3993,0.376,0.7839,0.007607,1.1326,2.3638,0.4392,0.0018933,0.02399,0.3355,0.2131,0.336,87.32,80.44,0.011381,0.01966,144.94,1.9971,0.14099,0.15244,0.04214,0.02583,6.096
2019-06-09,7628.13,230.98,30.095,11.475,114.66,2.916,0.07887,0.38527,6.139,0.4055,0.11845,1.3252,0.02963,8.1171,0.353,0.8942,0.007229,1.0595,2.2735,0.4155,0.001741,0.02193,0.3132,0.2048,0.3178,83.38,77.35,0.010857,0.01848,141.99,1.89,0.12906,0.14465,0.04067,0.02537,5.826
2019-06-10,7982.75,246.51,32.0271,12.292,129.15,3.205,0.08508,0.3999,6.4258,0.4287,0.12323,1.4036,0.03154,8.3124,0.3788,0.9651,0.007703,1.206,2.371,0.4321,0.0018545,0.02367,0.3279,0.2436,0.3316,86.72,80.12,0.011657,0.01975,150.17,2.0205,0.14492,0.15142,0.05657,0.02698,6.081
2019-06-11,7884.9,244.29,31.8889,12.268,135.69,3.132,0.08742,0.39192,6.3132,0.4209,0.12234,1.4176,0.03108,8.2267,0.377,0.9331,0.00744,1.1243,2.3773,0.4502,0.0017791,0.0232,0.3244,0.2519,0.3239,86.13,79.5,0.011318,0.02103,147.21,1.9695,0.14175,0.15913,0.05322,0.0239,5.943
2019-06-12,8127.64,261.15,34.8888,12.903,135.32,3.21,0.09603,0.40074,6.4217,0.4342,0.12697,1.4204,0.03349,8.6203,0.3964,0.8884,0.007576,1.1448,2.4361,0.4446,0.00183,0.02318,0.3316,0.2365,0.3336,90.1,91.1,0.011492,0.01996,155.83,2.0497,0.1374,0.15623,0.06082,0.02305,6.124
2019-06-13,8218.54,254.67,35.251,13.042,130.55,3.307,0.08966,0.39876,6.4591,0.4372,0.12414,1.4282,0.03255,8.5339,0.3832,0.8988,0.007559,1.868,2.4726,0.4354,0.0018653,0.02265,0.3237,0.2137,0.3243,89.26,87.84,0.011534,0.01919,153.01,2.0976,0.13237,0.15025,0.06327,0.0231,6.266
2019-06-14,8650.0,262.47,32.3803,13.442,132.0,3.403,0.09008,0.40201,6.5401,0.4287,0.12486,1.4177,0.03184,8.5408,0.3703,1.0509,0.007271,1.6395,2.3768,0.4206,0.001758,0.02274,0.3344,0.1961,0.3184,90.29,90.68,0.011522,0.01752,153.72,2.1077,0.12815,0.14591,0.06169,0.02055,6.222
2019-06-15,8808.7,267.82,32.6743,13.945,137.54,3.511,0.09127,0.4095,6.8838,0.4334,0.12638,1.4379,0.03264,8.5849,0.3716,0.9844,0.007333,1.7179,2.4139,0.4307,0.0017221,0.02285,0.3571,0.2031,0.3286,94.72,92.08,0.011629,0.01824,154.22,2.0956,0.131,0.14834,0.06199,0.02179,6.167
2019-06-16,8953.33,267.73,32.1888,13.985,136.45,3.651,0.09189,0.42703,6.9703,0.4444,0.12958,1.4455,0.03281,8.6827,0.3662,0.9616,0.007257,1.6621,2.4249,0.4296,0.0017151,0.02512,0.3473,0.2005,0.3349,95.99,93.51,0.011718,0.01879,155.81,2.1271,0.12727,0.14806,0.0643,0.0224,6.692
2019-06-17,9313.96,273.16,33.8286,14.197,133.8,3.648,0.09334,0.44705,7.1247,0.4353,0.13087,1.5417,0.03383,8.7705,0.3617,1.0131,0.007369,1.9631,2.4414,0.4317,0.0017017,0.02508,0.3447,0.198,0.3444,98.71,102.09,0.012999,0.01835,158.66,2.105,0.12901,0.14521,0.06213,0.02175,7.009
2019-06-18,9081.55,264.66,34.4333,13.668,135.22,3.558,0.08907,0.42694,6.7857,0.4298,0.1237,1.43,0.03309,8.4395,0.3567,0.971,0.007365,1.8194,2.3877,0.4274,0.0016796,0.02273,0.3366,0.2084,0.3505,96.49,111.95,0.012054,0.0193,158.45,2.0459,0.12748,0.14017,0.05797,0.02247,6.571
2019-06-19,9255.49,268.14,35.1888,13.719,136.43,3.58,0.08957,0.43406,6.8543,0.4342,0.12382,1.4334,0.03324,8.5168,0.3563,1.0385,0.007302,1.8353,2.4335,0.4498,0.0017199,0.02199,0.3398,0.2024,0.3402,100.19,110.66,0.012059,0.01925,161.81,2.09,0.1285,0.14242,0.0545,0.02309,6.628
2019-06-20,9517.12,271.22,36.8381,13.538,135.46,3.502,0.08731,0.42995,6.8277,0.4161,0.12099,1.4018,0.03263,8.4845,0.3391,0.9989,0.006874,1.7656,2.3716,0.4358,0.0016215,0.02103,0.3284,0.1915,0.3306,105.07,109.39,0.011716,0.01843,161.75,2.0159,0.1286,0.13514,0.04782,0.02241,6.478
2019-06-21,10159.86,294.35,38.6766,14.01,138.28,3.578,0.08899,0.4425,7.0377,0.4239,0.12315,1.4227,0.03306,8.6985,0.3306,0.9353,0.006732,1.6883,2.34,0.4293,0.00166,0.0197,0.3333,0.1803,0.328,109.54,109.75,0.01164,0.01705,167.16,2.0715,0.12525,0.13643,0.04642,0.021,6.523
2019-06-22,10729.5,310.79,38.0001,17.481,142.26,3.927,0.09482,0.47729,7.5049,0.4639,0.12981,1.6014,0.03748,9.1712,0.3481,0.9681,0.006997,1.8428,2.41,0.4414,0.0018366,0.02051,0.3502,0.1869,0.3318,115.48,113.51,0.012227,0.01769,176.9,2.2695,0.1322,0.13717,0.0465,0.02194,6.758
2019-06-23,10906.07,308.52,37.2836,16.859,137.5,3.889,0.097,0.47015,7.2712,0.4499,0.12817,1.5455,0.03757,9.2979,0.3379,0.9356,0.007218,1.8169,2.3636,0.4381,0.0018083,0.0202,0.3441,0.1766,0.3259,116.01,110.25,0.012166,0.01698,174.3,2.2645,0.13024,0.13668,0.04573,0.02104,6.838
2019-06-24,11056.59,311.64,37.43,17.971,135.77,4.188,0.09789,0.47385,7.2559,0.4579,0.12845,1.6199,0.03852,9.3112,0.3425,0.9435,0.007104,1.8689,2.3652,0.437,0.0018615,0.02023,0.3389,0.169,0.3237,117.86,109.19,0.01312,0.01618,176.33,2.3604,0.13324,0.13695,0.04708,0.02072,6.665
2019-06-25,11820.86,318.26,36.0941,19.606,136.33,5.282,0.09654,0.46809,7.1726,0.4481,0.12399,1.7758,0.03848,9.2572,0.3344,0.9347,0.009327,2.1928,2.3049,0.4441,0.0018589,0.02022,0.3379,0.1625,0.315,112.3,105.57,0.014062,0.0155,178.38,2.6898,0.13777,0.135,0.04579,0.0192,6.581
2019-06-26,13093.8,339.39,36.1189,19.367,132.25,5.232,0.09814,0.46805,6.8096,0.4472,0.12317,1.6869,0.03677,9.0856,0.3473,0.892,0.008119,2.28,2.1854,0.4249,0.0017722,0.01869,0.326,0.1504,0.3069,105.0,114.12,0.013599,0.01412,175.41,2.8157,0.12615,0.12721,0.04177,0.01795,6.35
2019-06-27,11329.99,298.35,34.3999,17.201,116.01,4.375,0.0864,0.41049,5.9663,0.402,0.10921,1.4619,0.03266,7.7688,0.3077,0.8051,0.007842,2.2879,1.854,0.3716,0.0017178,0.01652,0.3188,0.1506,0.2892,96.38,106.96,0.012256,0.01491,158.73,2.4244,0.1178,0.11756,0.0385,0.01942,5.558
2019-06-28,12400.63,311.05,34.6289,18.227,120.01,5.307,0.08873,0.4261,6.2182,0.4153,0.11169,1.5337,0.03379,8.0315,0.3166,0.8664,0.008341,3.0392,2.0077,0.3862,0.0017145,0.01694,0.3164,0.1447,0.292,102.06,111.97,0.013071,0.01446,170.83,2.6923,0.11687,0.12115,0.03937,0.0192,5.928
2019-06-29,11903.13,317.62,35.5,18.434,133.86,5.572,0.08975,0.4262,6.3302,0.4222,0.11491,1.5574,0.03498,8.2662,0.3334,0.8587,0.009121,3.7125,1.9655,0.3915,0.0017159,0.01765,0.3184,0.1633,0.3252,99.93,113.89,0.013755,0.01684,169.17,2.8258,0.1202,0.12347,0.04269,0.02412,6.058
2019-06-30,10854.1,292.7,32.114,16.747,123.25,4.934,0.08226,0.3962,5.7926,0.3906,0.10495,1.4366,0.032,7.7728,0.3052,0.8073,0.008196,3.3885,1.8208,0.3774,0.00195,0.0166,0.2989,0.1527,0.2945,88.71,103.3,0.012544,0.0171,157.31,2.4805,0.11526,0.12163,0.0406,0.02217,5.443
2019-07-01,10624.93,295.07,33.2777,16.956,123.17,4.929,0.0836,0.40691,6.0488,0.405,0.10597,1.4285,0.03265,7.7914,0.3126,0.9086,0.008086,3.6369,1.8845,0.379,0.0018284,0.01739,0.3093,0.1629,0.3331,88.96,103.72,0.012471,0.01852,154.76,2.4374,0.12082,0.12737,0.03988,0.02238,5.475
2019-07-02,10842.85,291.48,31.9777,17.937,118.77,5.258,0.08054,0.39794,5.8957,0.3987,0.10287,1.3961,0.03191,7.7045,0.3035,0.8498,0.007616,3.7453,1.8233,0.3638,0.001768,0.01644,0.2952,0.1481,0.3218,86.73,101.54,0.012152,0.01685,151.98,2.3759,0.11404,0.12186,0.03906,0.02002,5.337
2019-07-03,11940.0,301.14,32.522,17.904,121.36,5.181,0.08231,0.40456,6.0405,0.4034,0.10559,1.421,0.03276,7.8494,0.3063,0.9302,0.007839,3.49,1.9484,0.3673,0.0017977,0.0163,0.3019,0.1484,0.3088,89.84,105.82,0.012823,0.01771,157.8,2.4872,0.1201,0.12108,0.04192,0.0193,5.574
2019-07-04,11145.67,282.73,33.0888,17.011,119.61,4.84,0.07737,0.38723,5.7166,0.3862,0.09908,1.3732,0.03133,7.7515,0.3062,0.89,0.00729,3.453,1.8185,0.3502,0.0016413,0.01555,0.288,0.1362,0.2941,87.65,100.87,0.012104,0.01629,155.26,2.3076,0.11597,0.11678,0.04075,0.01797,5.478
2019-07-05,10970.73,287.47,32.5566,17.029,118.35,4.741,0.07631,0.37881,5.7431,0.383,0.10003,1.3499,0.03189,7.8456,0.3017,0.9522,0.007442,3.64,1.7886,0.3513,0.0016599,0.01564,0.2882,0.1457,0.2952,89.45,99.99,0.012176,0.01725,154.14,2.305,0.114,0.1165,0.03895,0.01811,5.353
2019-07-06,11256.49,288.29,32.5888,16.853,118.31,4.782,0.07745,0.39031,5.7692,0.3894,0.10373,1.37,0.03214,7.8398,0.3131,0.9703,0.007467,3.4603,1.9468,0.3582,0.0016758,0.01678,0.2946,0.1418,0.2944,94.65,103.76,0.01303,0.01592,154.35,2.3778,0.1198,0.12162,0.03852,0.01768,5.288
2019-07-07,11406.24,304.72,32.9344,17.188,119.48,4.842,0.0797,0.39651,5.9278,0.3949,0.10555,1.3866,0.03464,7.956,0.3543,0.9454,0.007456,3.275,2.0511,0.363,0.0017098,0.01722,0.2986,0.1451,0.2983,106.99,106.45,0.013139,0.0158,157.52,2.3911,0.11906,0.12492,0.04016,0.01759,5.398
2019-07-08,12238.6,311.97,33.3888,17.524,122.92,4.998,0.0801,0.40073,5.9385,0.4033,0.10395,1.3806,0.03386,7.9985,0.333,0.9018,0.007221,3.3362,1.8878,0.3551,0.0016799,0.01678,0.2906,0.1358,0.2967,101.15,105.03,0.013384,0.01483,158.78,2.5655,0.11678,0.11958,0.03785,0.01664,5.175
2019-07-09,12543.41,307.46,32.4811,17.245,119.24,4.801,0.07783,0.39362,5.8859,0.3956,0.10117,1.3621,0.03421,7.8812,0.3316,0.8545,0.007241,3.067,1.8193,0.3427,0.0016231,0.01684,0.2921,0.1291,0.2946,99.35,100.73,0.012456,0.01418,156.0,2.4297,0.12091,0.12101,0.03809,0.01622,4.984
2019-07-10,12108.37,289.23,31.222,16.195,108.31,4.233,0.07178,0.36154,5.2682,0.3654,0.09484,1.231,0.03208,7.2765,0.3301,0.792,0.006943,3.1166,1.7116,0.3151,0.0015901,0.0158,0.2703,0.1259,0.2963,95.0,97.02,0.011281,0.01326,150.66,2.232,0.12061,0.11208,0.03597,0.0161,4.483
2019-07-11,11342.89,268.63,29.4181,14.645,102.98,3.573,0.06515,0.32875,4.6868,0.3437,0.08697,1.0705,0.02792,6.6257,0.2912,0.7053,0.006013,2.7853,1.4892,0.2744,0.001419,0.01395,0.257,0.1113,0.2952,89.75,88.12,0.009448,0.0116,143.42,1.9256,0.11034,0.09969,0.03457,0.01442,4.354
2019-07-12,11757.22,274.62,31.8888,15.322,104.86,3.826,0.06937,0.34336,4.7867,0.354,0.09784,1.1197,0.02942,6.7671,0.3088,0.7303,0.006868,3.166,1.6211,0.3153,0.0015135,0.01455,0.2658,0.1194,0.2889,98.08,93.04,0.009748,0.01263,143.01,1.9954,0.11376,0.10509,0.03486,0.0157,4.526
2019-07-13,11355.76,268.79,31.4888,14.156,101.03,3.581,0.06672,0.33206,4.7492,0.3454,0.09608,1.0656,0.02838,6.606,0.2966,0.7412,0.006468,3.1652,1.5463,0.2893,0.0014331,0.01403,0.256,0.122,0.286,93.49,89.84,0.009315,0.0136,140.56,1.8582,0.11555,0.10158,0.03512,0.01662,4.268
2019-07-14,10174.18,225.85,28.5447,12.021,89.66,3.065,0.05923,0.30366,4.1,0.3044,0.08547,0.8948,0.02516,5.642,0.2863,0.6286,0.005654,2.7856,1.4768,0.2483,0.0013324,0.01224,0.22,0.1045,0.2464,86.23,82.29,0.007472,0.0114,123.01,1.5569,0.10251,0.10468,0.02941,0.01431,3.805
2019-07-15,10838.72,228.2,28.647,12.281,90.43,3.163,0.05902,0.31287,4.2931,0.3094,0.08542,0.9108,0.02522,5.7593,0.276,0.6116,0.005626,2.6913,1.4903,0.2472,0.0013035,0.01192,0.2436,0.1035,0.2472,88.84,80.37,0.007601,0.01126,120.92,1.5818,0.10341,0.10143,0.0289,0.01386,4.132
2019-07-16,9439.59,198.88,25.0601,10.202,79.61,2.679,0.05181,0.29543,3.6601,0.2686,0.07828,0.7947,0.02095,5.3295,0.2403,0.5151,0.005216,2.1948,1.446,0.2116,0.001141,0.00983,0.2163,0.0924,0.2041,74.22,67.05,0.006667,0.00965,99.62,1.344,0.09218,0.08214,0.02489,0.01206,3.649
2019-07-17,9667.92,210.81,27.6287,10.764,89.95,2.791,0.05505,0.31032,3.827,0.2863,0.08054,0.8418,0.02278,5.6974,0.2591,0.5349,0.00543,2.398,1.404,0.2237,0.0011952,0.01041,0.227,0.0977,0.2168,76.59,73.79,0.006915,0.01037,102.26,1.4013,0.112,0.08437,0.02619,0.01316,3.825
2019-07-18,10627.16,225.73,28.9555,13.01,101.16,3.086,0.05843,0.32035,4.1013,0.3052,0.0883,0.9449,0.02559,6.0243,0.2712,0.5838,0.005683,2.67,1.491,0.2387,0.0012641,0.01097,0.237,0.1019,0.2331,84.06,79.04,0.00737,0.01085,109.98,1.5259,0.11951,0.08839,0.02661,0.01362,4.085
2019-07-19,10504.29,220.73,29.0096,12.961,98.23,3.169,0.0596,0.3188,4.0366,0.3026,0.09332,0.944,0.02806,5.8456,0.2644,0.5761,0.005831,2.6046,1.4608,0.2485,0.0012698,0.01119,0.2353,0.1025,0.2453,82.05,75.55,0.007353,0.01101,112.35,1.5316,0.12264,0.08875,0.0265,0.01337,3.928
2019-07-20,10740.23,228.2,31.0932,13.322,100.25,3.279,0.06262,0.33279,4.2983,0.3188,0.09473,1.026,0.02899,6.1579,0.2711,0.5981,0.006067,2.637,1.489,0.2527,0.0013024,0.01166,0.2473,0.1059,0.2537,85.35,77.71,0.009169,0.01131,116.19,1.7073,0.12061,0.0902,0.02747,0.0139,4.044
2019-07-21,10589.45,225.38,30.4388,12.954,99.7,3.232,0.06107,0.33075,4.3288,0.3148,0.09111,1.03,0.02916,6.2549,0.269,0.5942,0.006087,2.5319,1.4651,0.2439,0.0013024,0.0113,0.2436,0.1028,0.2482,84.1,75.37,0.009185,0.01098,118.32,1.7232,0.12195,0.08803,0.027,0.01345,4.218
2019-07-22,10340.31,217.51,30.885,12.07,95.31,3.043,0.05949,0.32111,4.1257,0.3006,0.08884,0.9929,0.02661,6.3705,0.2639,0.5912,0.006197,2.4078,1.428,0.2504,0.001224,0.01099,0.2358,0.0983,0.2453,83.48,72.99,0.008684,0.00998,114.59,1.6551,0.12797,0.09,0.02665,0.01272,3.991
2019-07-23,9864.91,212.48,29.4929,11.228,90.15,2.849,0.05568,0.30891,4.1526,0.2928,0.08441,0.9416,0.02421,6.0293,0.2629,0.5537,0.005828,2.3535,1.3659,0.2515,0.0012215,0.0103,0.2232,0.0888,0.2302,81.09,70.59,0.008136,0.00925,109.1,1.5529,0.11885,0.08552,0.02546,0.01154,3.719
2019-07-24,9763.28,216.31,28.8261,11.765,94.5,2.948,0.05876,0.31548,4.5874,0.3108,0.08605,1.0222,0.02374,6.1022,0.2672,0.5602,0.005905,2.3999,1.3741,0.245,0.0012102,0.01037,0.2264,0.0874,0.2326,80.44,70.99,0.008418,0.00936,109.82,1.7066,0.11931,0.08561,0.02603,0.01193,3.892
2019-07-25,9879.87,219.14,28.9227,11.935,93.22,3.072,0.05852,0.31335,4.5663,0.3038,0.08565,1.0411,0.02297,6.0069,0.2778,0.5602,0.005855,2.3615,1.4083,0.2448,0.0012124,0.01113,0.2339,0.1053,0.2339,81.04,69.94,0.008788,0.00959,114.65,1.6959,0.12853,0.08702,0.028,0.01218,3.789
2019-07-26,9824.0,218.81,28.9,11.962,94.06,3.102,0.06261,0.32303,4.6156,0.2998,0.0879,1.0614,0.02311,6.2,0.2786,0.5763,0.005935,2.3989,1.4249,0.2459,0.0011855,0.01092,0.2344,0.1023,0.2626,80.2,71.32,0.00909,0.00995,115.13,1.6826,0.12497,0.09094,0.02698,0.01277,3.888
2019-07-27,9476.52,207.3,27.7498,11.37,88.79,2.895,0.05988,0.30965,4.2748,0.2871,0.08432,0.9774,0.02196,5.9484,0.2639,0.5346,0.005697,2.2453,1.35,0.2323,0.0011105,0.01025,0.2235,0.0917,0.2708,78.89,69.12,0.008949,0.00922,110.75,1.5766,0.12553,0.08408,0.02592,0.01198,3.617
2019-07-28,9541.54,211.62,27.7555,11.238,90.0,2.907,0.05936,0.31218,4.2807,0.2844,0.084,0.9749,0.02233,5.9072,0.259,0.5332,0.005645,2.2156,1.3528,0.2319,0.0011063,0.01026,0.2277,0.0902,0.2571,80.18,68.72,0.009221,0.00907,107.86,1.5365,0.12388,0.08489,0.02509,0.01179,3.612
2019-07-29,9507.64,210.89,26.9525,11.268,90.33,2.892,0.06035,0.31004,4.2103,0.2832,0.08336,0.9762,0.02201,5.9339,0.2554,0.5256,0.005574,2.1251,1.3817,0.2407,0.0011253,0.01028,0.2231,0.0932,0.2535,78.28,67.38,0.009908,0.00924,105.78,1.5298,0.12483,0.08347,0.02545,0.01133,3.593
2019-07-30,9574.21,209.58,26.9867,11.248,90.15,2.883,0.05975,0.31823,4.1959,0.2849,0.08341,0.9664,0.02207,5.9289,0.255,0.5205,0.005531,2.0682,1.3704,0.2453,0.0011078,0.0108,0.2239,0.0916,0.2466,78.24,66.67,0.009849,0.0091,104.83,1.538,0.12303,0.0898,0.02528,0.01157,3.594
2019-07-31,10080.53,218.42,27.75,11.727,98.76,3.057,0.06011,0.31959,4.417,0.29,0.08383,1.003,0.0224,6.0494,0.2663,0.5307,0.00561,2.2102,1.372,0.2447,0.0011518,0.01091,0.2243,0.0901,0.2469,80.46,68.12,0.010022,0.00901,108.67,1.585,0.14022,0.08711,0.025,0.01131,3.649
2019-08-01,10374.99,216.84,28.7088,11.862,98.64,3.024,0.05861,0.31575,4.2991,0.2876,0.08273,0.9822,0.02211,5.9614,0.2503,0.4979,0.005409,2.161,1.3592,0.2348,0.0011007,0.01031,0.2195,0.0838,0.2364,82.15,67.61,0.009923,0.00846,106.54,1.5425,0.12965,0.08453,0.0227,0.01062,3.538
