Date,ETHUSDT WAVESUSDT_cum_rets,NEOUSDT ATOMUSDT_cum_rets,LTCUSDT ONTUSDT_cum_rets,LTCUSDT HOTUSDT_cum_rets,LTCUSDT IOSTUSDT_cum_rets,LTCUSDT MITHUSDT_cum_rets,QTUMUSDT IOSTUSDT_cum_rets,EOSUSDT MITHUSDT_cum_rets,XLMUSDT ZILUSDT_cum_rets,XLMUSDT MATICUSDT_cum_rets,ONTUSDT ONGUSDT_cum_rets,ONTUSDT IOSTUSDT_cum_rets,ETCUSDT ICXUSDT_cum_rets,ETCUSDT NULSUSDT_cum_rets,ETCUSDT ONGUSDT_cum_rets,ETCUSDT ZILUSDT_cum_rets,ETCUSDT IOSTUSDT_cum_rets,ICXUSDT LINKUSDT_cum_rets,NULSUSDT ONGUSDT_cum_rets,ONGUSDT IOSTUSDT_cum_rets,HOTUSDT IOSTUSDT_cum_rets,ZRXUSDT MATICUSDT_cum_rets,FETUSDT IOSTUSDT_cum_rets,BATUSDT MATICUSDT_cum_rets
2020-01-22,1.4181738883395916,1.076225488435605,1.2689450756696374,1.5977944854423782,1.3712207716223168,1.309960490770941,1.2983803362572897,0.8106830251628142,1.624764087867986,2.118245854397582,1.4987657574471789,1.4749718077238962,1.4878591309510072,1.3813213995060325,1.5272138585324888,1.3792146992104897,1.0694680231265086,1.4184538068582997,1.3875428260053075,1.371823243408865,1.6273486035760274,1.6877558510464952,1.455543245962358,2.0042278289232707
2020-01-23,1.4068208195509517,1.076225488435605,1.2689450756696374,1.5827721527057848,1.3712207716223168,1.297395058462554,1.2957919019131592,0.8214877562239017,1.624764087867986,2.1759246400302863,1.5267961347657586,1.4749718077238962,1.4878591309510072,1.3813213995060325,1.5272138585324888,1.3792146992104897,1.1228574676866827,1.479625415744768,1.3875428260053075,1.4074475317845412,1.6660310357397297,1.730600253250957,1.4891152991866983,2.0501595235378396
2020-01-24,1.4128571622128079,1.076225488435605,1.2766613137778966,1.5758021814340986,1.3728727063120685,1.2993152788511864,1.288994636240612,0.8241184459046089,1.624764087867986,2.1759246400302863,1.5267961347657586,1.4749718077238962,1.4845489862748626,1.3550767738446858,1.5464318393215377,1.3792146992104897,1.1226370164748012,1.4682298066280621,1.3875428260053075,1.4074475317845412,1.6779510742755093,1.730600253250957,1.5022137796506836,2.0501595235378396
2020-01-25,1.405825520326168,1.0792214634884403,1.2611140890360448,1.5714406580801032,1.3601211703976142,1.2797840442710164,1.2945287224784012,0.7901907842792081,1.624764087867986,2.1759246400302863,1.5267961347657586,1.4749718077238962,1.4512900980551209,1.3427585582451993,1.5232100091949978,1.3792146992104897,1.0947580163343327,1.491396186370869,1.3924062148589638,1.4074475317845412,1.6775403007093739,1.730600253250957,1.503415831671266,2.0501595235378396
2020-01-26,1.4141285220680506,1.0879661742846023,1.2745987186399796,1.5839620081047951,1.3677794728952835,1.2607528489134603,1.303231347763545,0.7381770263010554,1.624764087867986,2.1759246400302863,1.5267961347657586,1.4749718077238962,1.4215647640218925,1.360174654463448,1.5404007240588142,1.3860457424166293,1.106641328876533,1.4544856804963076,1.3968310395571542,1.4074475317845412,1.6430604393035715,1.730600253250957,1.4694104266708958,2.0501595235378396
2020-01-27,1.4191986300871045,1.0950120490143445,1.2745987186399796,1.5839620081047951,1.3808370887299193,1.3009095602756213,1.3095278095693623,0.7863928195009962,1.624764087867986,2.1759246400302863,1.5267961347657586,1.4749718077238962,1.4588076856111798,1.4021658332822684,1.579911710619661,1.429211258399871,1.149009140229286,1.4461003904634309,1.3972389384905977,1.4074475317845412,1.6349966026195544,1.730600253250957,1.461844666055168,2.0501595235378396
2020-01-28,1.4191986300871045,1.0950120490143445,1.2745987186399796,1.5839620081047951,1.3808370887299193,1.3009095602756213,1.2914791493872235,0.790758861931254,1.624764087867986,2.1759246400302863,1.535402604097282,1.4749718077238962,1.4679160015267891,1.4021658332822684,1.579911710619661,1.4343594720857067,1.149009140229286,1.4328720468059681,1.4101524187569374,1.4074475317845412,1.590506280145637,1.730600253250957,1.4179523650576367,2.0501595235378396
2020-01-29,1.4202526610412822,1.0950120490143445,1.2745987186399796,1.599764913607684,1.3808370887299193,1.3009095602756213,1.3015667403943887,0.7883475084803089,1.624764087867986,2.1759246400302863,1.5572122651317586,1.4749718077238962,1.4287945263674984,1.4021658332822684,1.579911710619661,1.4316783380596994,1.149009140229286,1.4045608977769286,1.4574150965239863,1.4074475317845412,1.603697715289269,1.7312309348101722,1.4293563975170092,2.0501595235378396
2020-01-30,1.3953009807249628,1.075634244618913,1.330717148981646,1.599764913607684,1.3808370887299193,1.3009095602756213,1.3217164310533298,0.8308674864052414,1.624764087867986,2.1759246400302863,1.5572122651317586,1.4749718077238962,1.3643833924015656,1.429930084923143,1.579911710619661,1.4316783380596994,1.1663062187827142,1.3733249944803885,1.4138303826153096,1.4074475317845412,1.6050976059148723,1.6654051276620467,1.43271016937326,2.0501595235378396
2020-01-31,1.4201733200746123,1.0893431747937161,1.35594104677197,1.6085740528456656,1.3948727854222114,1.339988573269228,1.3399058748859596,0.8950868079569418,1.624764087867986,2.2078275563543546,1.4891461101429255,1.4749718077238962,1.2866420995720902,1.4911087703317225,1.4583275850287598,1.4316783380596994,1.2332699780781544,1.4106963600198599,1.3197927820610313,1.4074475317845412,1.5918852394410248,1.692437575019542,1.4211644606454237,2.0780002355268072
2020-02-01,1.4201733200746123,1.0926110955200286,1.3343944262859129,1.608421885137958,1.4017882076021286,1.3266392798944988,1.3399058748859596,0.8950868079569418,1.624764087867986,2.1915993743677293,1.4964762862241843,1.5066670842606682,1.2623679228180453,1.4911087703317225,1.4696413018000236,1.4212324549963893,1.2332699780781544,1.414122757458328,1.341328197794448,1.4074475317845412,1.550073962334354,1.679135932987499,1.3812156646892348,2.0651799877901524
2020-02-02,1.4201733200746123,1.0726686518500401,1.3568112410441984,1.643111547108635,1.4259336971401255,1.343510335968014,1.3340380199430446,0.8950868079569418,1.60032782589763,2.1557012302759295,1.4999101265929988,1.498102127414752,1.1796845783159788,1.4911087703317225,1.4542581623560817,1.3901967914858115,1.1990183350790378,1.4357007584298465,1.3485081028418837,1.4074475317845412,1.522563573863331,1.6508664556560744,1.3562492637921235,2.031784253317034
2020-02-03,1.4119916443836003,1.0665694843619835,1.3568112410441984,1.643111547108635,1.4259336971401255,1.343510335968014,1.333727020384523,0.8950868079569418,1.596383730559776,2.0278212772286723,1.4883803738373695,1.4919940032054382,1.1079534755647644,1.5022494500804342,1.4572088515533084,1.3953614459210018,1.2011306931140475,1.4752434766494213,1.3359320047858705,1.4074475317845412,1.516352795674102,1.5321720561344292,1.3527830414048692,1.9208902274296058
2020-02-04,1.4174553696919507,1.0538612935873282,1.3568112410441984,1.643111547108635,1.4259336971401255,1.343510335968014,1.286734439828445,0.8950868079569418,1.523979268937054,2.0751161003874223,1.4673672189888405,1.4543138618472549,0.9178731230793269,1.436207017523679,1.4094438387626025,1.3270562930499756,1.134338614622461,1.540492558748055,1.3155528036043926,1.4074475317845412,1.4371600068874544,1.5836013984879944,1.277737199284489,1.9670608192205958
2020-02-05,1.4389559531978613,1.047769685306161,1.3722926440193035,1.6694198508367195,1.4551185301643166,1.3703864715953056,1.305443374780854,0.9118917013976723,1.5224812449679859,2.0519569252770413,1.4559337026775903,1.4623947212228512,1.0741402264088777,1.4462665436844675,1.4181215062925816,1.351061729445388,1.1596102394815009,1.4831546196697614,1.2987598460100438,1.409643149532654,1.433423361992887,1.563400274099871,1.2739103173644517,1.9492257056085998
2020-02-06,1.4389559531978613,1.075115089590693,1.3714244346351947,1.643346094018909,1.43232164596415,1.3102616789911132,1.2828780683093124,0.8244400447008704,1.45835845016369,1.9386496178553108,1.4519642389276703,1.4268360062880168,1.0608152411868805,1.412251134699273,1.4055162833857398,1.2977529574602902,1.1130392466390178,1.4773487299512784,1.2994311836346837,1.3602196685137349,1.3728161681295505,1.4704239699664847,1.22366196337763,1.8521146157867852
2020-02-07,1.4389559531978613,1.075115089590693,1.3724958138349366,1.6243256842245817,1.4264176326217468,1.3052505947550999,1.2716557068229364,0.8059620291177765,1.3730398574581142,2.000811781715325,1.4533926684473544,1.4125238912454823,1.1405691195828036,1.4206088285862275,1.395701308879374,1.226671005899926,1.082312254130258,1.3543480694286143,1.2870821690857703,1.338921009803781,1.3474082765670035,1.5254674126381436,1.1993992786814918,1.9071504963002277
2020-02-08,1.4389559531978613,1.0886977116899614,1.3997308644402449,1.6176780708766536,1.4571637966755078,1.3539165333219698,1.296058567462143,0.863931752864297,1.4585090135898355,2.07918078994746,1.464347891495187,1.4252379686111503,1.1708334193408474,1.4159563678587939,1.4205732549584205,1.2956125666974527,1.10094145901449,1.3251286849247979,1.312585565407467,1.3612345680110736,1.3787893081407336,1.5934599820447843,1.2268218927289738,1.9739699188364002
2020-02-09,1.4389559531978613,1.1259224317622158,1.436606608348645,1.6248404242236476,1.4571637966755078,1.3539165333219698,1.2679450890259734,0.8466452614926551,1.416375274823838,2.0489263012113463,1.4717920806634848,1.4050513653817251,1.1708334193408474,1.3970847945227935,1.4045212863755654,1.2692973914299457,1.0616165163069653,1.3182458115860658,1.297632287141386,1.3072429173793325,1.3102814692617444,1.5779196807072942,1.1672751341337155,1.9549846325755817
2020-02-10,1.4389559531978613,1.1259224317622158,1.436606608348645,1.6304478967093816,1.4571637966755078,1.3539165333219698,1.2658914105829435,0.8462372496808999,1.4540189035083824,2.0636764795943576,1.5135203229795549,1.4306924873285103,1.1708334193408474,1.429467002338283,1.4394732481082397,1.31039205960178,1.0791033297331862,1.3356910228626333,1.3156735081523527,1.3161694655932497,1.3270718341405083,1.5860368322120149,1.1821429575017632,1.9651455200185155
2020-02-11,1.4836620818556396,1.1259224317622158,1.4464027823056007,1.6304478967093816,1.4571637966755078,1.3539165333219698,1.2733229609763181,0.8770941294685899,1.391080003906182,2.0117549779533643,1.502167041223545,1.4272548377041359,1.1708334193408474,1.4026647153002079,1.4394732481082397,1.2723179037078836,1.077101027553466,1.2070828508487639,1.309619876154281,1.3067844305649219,1.3110383592481711,1.5860368322120149,1.1700511548389227,1.9322013054005005
2020-02-12,1.5318137587908933,1.1570006253719554,1.4489719425531582,1.648935396604311,1.4571637966755078,1.3539165333219698,1.2607333823980138,0.8770941294685899,1.3893813532579944,2.019996977033938,1.4532022950687777,1.4181700723707946,1.1708334193408474,1.3673098455333006,1.4394732481082397,1.2798403263110238,1.0628980848912921,1.2099769423866757,1.2508266331298046,1.2857469355488162,1.2668876405416292,1.5860368322120149,1.1301827945759921,1.9414359889683768
2020-02-13,1.5318137587908933,1.183477983544559,1.4541863471590064,1.648935396604311,1.4571637966755078,1.3539165333219698,1.282202336122957,0.8374982121649963,1.4147649483132059,2.0420831681857097,1.4040936569231839,1.430032318036258,1.1708334193408474,1.3776653759925463,1.396085975672002,1.2974847506319254,1.0751135689153453,1.2254029848634973,1.193546312216133,1.3155934621418683,1.2884906513256265,1.5860368322120149,1.1519300233219638,1.9547227585709284
2020-02-14,1.5318137587908933,1.1600087904092233,1.4541863471590064,1.6540295898481292,1.4571637966755078,1.3779588713172048,1.282202336122957,0.848810673942153,1.3331976863178046,2.006729345738372,1.3646547251703889,1.4015324627778551,1.1897973619821036,1.3296362529549322,1.3481830209795707,1.2413564996958777,1.0378324021404899,1.123001859906229,1.1531675593713686,1.2730468672067308,1.2208668289088782,1.5860368322120149,1.0879225534717916,1.9547227585709284
2020-02-15,1.5318137587908933,1.1689068014316852,1.4541863471590064,1.6419453128689934,1.4571637966755078,1.4075522518561192,1.282202336122957,0.903384711265234,1.4170302336044844,2.107366720247123,1.3255041775639222,1.4483928083474664,1.1774668889280124,1.3767477874854768,1.3082791363908686,1.2668632233746464,1.063147661523287,1.1319485067247055,1.1122125999304124,1.3807851583269612,1.3508386184827672,1.5860368322120149,1.2055076996549041,1.9547227585709284
2020-02-16,1.5318137587908933,1.1698328185593425,1.4341736662052869,1.6455971879936055,1.422640091228352,1.4075522518561192,1.2480778809118116,0.903384711265234,1.450829290013589,2.073784630462813,1.390695491814996,1.4483928083474664,1.191287189797532,1.398313840892338,1.3768306274344386,1.2749287372012792,1.096530070933802,1.103973786701245,1.1900017219822159,1.4441056460348118,1.4554315687348829,1.56619931752249,1.2998212991056899,1.9310945966005995
2020-02-17,1.5318137587908933,1.1514907807104788,1.4319375167107031,1.6608050807011427,1.4235489673323212,1.4075522518561192,1.2300826465935994,0.903384711265234,1.483613811417881,2.074082060138298,1.417969827216768,1.4404463653577737,1.1723757898230736,1.4414252580740214,1.4237029580855278,1.3121318526061214,1.096530070933802,1.1341992527892577,1.2147182559006164,1.4441056460348118,1.4783129580308727,1.5689792464828183,1.3205113725435997,1.9280353006896798
2020-02-18,1.5515609794749823,1.1620907272629328,1.429285426318125,1.639863646527866,1.419788125070443,1.4075522518561192,1.2310441141124082,0.903384711265234,1.4460897272029527,2.134062782672359,1.4323278897082536,1.4484859270381252,1.2149702663040383,1.4414252580740214,1.4377523490363529,1.3121318526061214,1.1074254187506094,1.1000994737025471,1.2292949350901963,1.4441056460348118,1.441076385933715,1.614637409997943,1.2880711722749127,1.9745015903592171
2020-02-19,1.5619990600523035,1.1896456017843047,1.4343153880349995,1.642296696136164,1.4259144423930499,1.4075522518561192,1.2081631153779044,0.903384711265234,1.5509821361382898,2.065195702377183,1.4634715252111863,1.4176668139946422,1.2149702663040383,1.4414252580740214,1.4377523490363529,1.3121318526061214,1.095777653655785,1.1289922121405067,1.2722944654053097,1.4441056460348118,1.5343287894106423,1.5665058535399834,1.3682398496085055,1.923100651368778
2020-02-20,1.5619990600523035,1.1896456017843047,1.4313791917318812,1.6484325855098683,1.4360474393698008,1.4075522518561192,1.215364865804513,0.903384711265234,1.5101918399149425,2.0992645147164812,1.4740760662939478,1.4240711593948898,1.2149702663040383,1.4414252580740214,1.4377523490363529,1.3339698315112185,1.0887699084125968,1.1645537290840233,1.2912318034994292,1.4441056460348118,1.5343287894106423,1.597564037478707,1.3682398496085055,1.954793837034649
2020-02-21,1.5925097777516641,1.1328271432353747,1.4195287273911734,1.6304120295967581,1.4360474393698008,1.4075522518561192,1.2254556612612006,0.903384711265234,1.494512667556648,2.100164303777805,1.4740760662939478,1.4303803663701014,1.198255930358136,1.4414252580740214,1.430881901600444,1.3188528587990087,1.0769212103654764,1.1745077536041804,1.2912318034994292,1.4441056460348118,1.5343287894106423,1.5925180375460837,1.3682398496085055,1.9505134177693746
2020-02-22,1.59560424001246,1.1155613704937732,1.4081761761426206,1.6210600246148819,1.4360474393698008,1.4015586698562743,1.2182177819313695,0.903384711265234,1.4945856702583435,2.1015680733840587,1.4740760662939478,1.4197204721690202,1.2321035046611386,1.4414252580740214,1.3886784115301023,1.3097698442441836,1.059952178891892,1.207091920251906,1.2912318034994292,1.4441056460348118,1.5343287894106423,1.5972326290521095,1.3682398496085055,1.9473109244430171
2020-02-23,1.6100880135839757,1.1576554229298615,1.406073033097715,1.6076326795278568,1.426197597165549,1.380261273082994,1.220794526089867,0.903384711265234,1.4534577877063466,2.164792440216019,1.4740760662939478,1.4217299160227803,1.2552802047758034,1.449724693064383,1.4024318745659787,1.3272477913736114,1.0665998590118217,1.1815238491393785,1.2912318034994292,1.4441056460348118,1.5343287894106423,1.5972326290521095,1.3682398496085055,2.0028920237978953
2020-02-24,1.6100880135839757,1.1704574300157966,1.4156920899960639,1.6033867178743284,1.4380396884195399,1.3929332467030282,1.2180681065603511,0.8950221083260281,1.5178378896416782,2.164792440216019,1.4740760662939478,1.4081425692873313,1.2552802047758034,1.4294071701004873,1.368527938441104,1.2899152583022366,1.0584655086673802,1.2400864119571082,1.2912318034994292,1.4441056460348118,1.5343287894106423,1.6465314968991545,1.3682398496085055,2.0028920237978953
2020-02-25,1.6100880135839757,1.1753881096660632,1.401473879936743,1.6122606344115014,1.4300598484084268,1.391465854628512,1.1560468857528157,0.8424589723296723,1.6132152885265303,2.164792440216019,1.4740760662939478,1.3812181759449096,1.195962716242268,1.3708773331453559,1.317039816899137,1.224442642010541,1.0101227332078624,1.330260393568424,1.2912318034994292,1.4441056460348118,1.5343287894106423,1.7121239035896059,1.3682398496085055,2.0028920237978953
2020-02-26,1.6100880135839757,1.1725875894730433,1.42475109633037,1.6695444161098436,1.4689079483070835,1.4153210730736492,1.1529837480383325,0.8049113439562057,1.7137753149268673,2.1352081095578592,1.4165876799260975,1.3594917178994737,1.2331756819255528,1.414078454572611,1.2971908754884378,1.223531285281586,1.0309517576929919,1.303430332788977,1.2912318034994292,1.3801929372146695,1.5343287894106423,1.6934775173402197,1.2746587722420109,1.9824610953956183
2020-02-27,1.6100880135839757,1.1725875894730433,1.4205506712596292,1.661774543317549,1.4598181833844284,1.4078514772116328,1.1691631135589318,0.8165187525426629,1.673505420609081,2.192511863006903,1.4466784664475727,1.3728618134674861,1.240555185094344,1.4047642238675588,1.3332226787015633,1.2509987897393455,1.0497927755460579,1.2202060899068652,1.342050042856806,1.3987046383881476,1.56865887815114,1.7397127812427309,1.3070594923021854,2.033782733094977
2020-02-28,1.6100880135839757,1.1725875894730433,1.4125569140225085,1.6551017013553913,1.4414924648886385,1.3953017140004675,1.1827531339482946,0.8206136540442812,1.6737257523945743,2.2214937731515683,1.4532741317437012,1.3816965531049954,1.245388299080113,1.4109301949770807,1.34803577192745,1.2604021076766752,1.06699467088696,1.1767525239511458,1.3469912288911294,1.4018069920805996,1.5726703782923468,1.767820583392593,1.3114346415941018,2.0620610569141453
2020-02-29,1.6100880135839757,1.1725875894730433,1.4148795107959369,1.6540156563471107,1.4390267993216808,1.393373937478198,1.1781917599030476,0.8016908392088163,1.6826160510383028,2.220259877658963,1.4464867633737164,1.3778173493797337,1.2251855266132767,1.3884306229362529,1.3345048258319605,1.2563351602363637,1.06699467088696,1.1955014720816763,1.3358922703070135,1.3845821168752812,1.5461445356748347,1.767820583392593,1.2867322836312982,2.0620610569141453
2020-03-01,1.6100880135839757,1.1725875894730433,1.3999184266568718,1.659228703987759,1.4422577693565701,1.3964663210819874,1.1713926228544556,0.7932582210073531,1.6862875352836106,2.181693657125038,1.4507251281199336,1.3613160688873638,1.18863984647287,1.3757937326757474,1.3274527485352146,1.2321874221563986,1.06699467088696,1.239378437028482,1.3486064388723231,1.37020345246135,1.53310507330007,1.767820583392593,1.274088858809052,2.0620610569141453
2020-03-02,1.6100880135839757,1.193274640270328,1.4008247965878837,1.6667152303710333,1.449491850520031,1.392251664812523,1.1691894205359759,0.818818153931581,1.6428945171416838,2.2720496176038383,1.4614297373666854,1.3695932851443757,1.197542386695038,1.3829539319217303,1.3226566963796897,1.2319293754420815,1.06699467088696,1.1720447593789431,1.3676924011505038,1.398707591342015,1.5772888731921249,1.767820583392593,1.311818437795182,2.0620610569141453
2020-03-03,1.6100880135839757,1.2062207198889636,1.4117637620063226,1.66296083984275,1.4540799461977798,1.3868491774750713,1.1691894205359759,0.818818153931581,1.6660796175917219,2.2720496176038383,1.4570880805188526,1.3683715820629916,1.2315056948428869,1.3702802545426211,1.3093689067084624,1.2138145407215044,1.06699467088696,1.1154052547994004,1.3565806671507068,1.3869887167433277,1.558624089166317,1.767820583392593,1.295582335813576,1.9851498610552523
2020-03-04,1.6100880135839757,1.2062207198889636,1.4117637620063226,1.6733722067412211,1.4540799461977798,1.3731719839064116,1.1691894205359759,0.8029134081267026,1.6568030502321784,2.2082757330092084,1.4446548898015974,1.3963800906674018,1.2315056948428869,1.4185921899412923,1.333510822143081,1.2479995809596607,1.1269571880165936,1.1007360992113557,1.342174336114927,1.4322600866222233,1.6106409668620163,1.7150107766627447,1.34070090884008,1.9308475281787456
2020-03-05,1.5685203521294269,1.2062207198889636,1.4117637620063226,1.6733722067412211,1.4675238004216324,1.364339210621944,1.17517013915075,0.7867103714607709,1.63918640843124,2.162184498864769,1.456705457302843,1.3963800906674018,1.2315056948428869,1.4178923705227071,1.333510822143081,1.2503540165141733,1.1377276028097394,1.1122368815067598,1.3602729428331652,1.4275857455482193,1.6109821075459858,1.6792875288400457,1.3412801142380415,1.889382041820836
2020-03-06,1.59052967522569,1.2062207198889636,1.4117637620063226,1.6733722067412211,1.4561892266127467,1.3482891023366963,1.1703252885755584,0.7562001725084977,1.5444126165629077,2.2179338128482122,1.4533089283834792,1.3963800906674018,1.2601687220687001,1.4039390530906037,1.333510822143081,1.3167227670183907,1.1147187970455539,1.1146442864193824,1.3563296337452093,1.4620786028885242,1.6524465756124305,1.7322192073234022,1.3793351785357801,1.9434725494813976
2020-03-07,1.6103325933289874,1.2062207198889636,1.4117637620063226,1.683389067621189,1.4649740455215876,1.3569730024583995,1.1849556321912054,0.7754324141965268,1.5543614037970936,2.1505275119308487,1.4292433671824805,1.4237296484315194,1.2910514433479254,1.3980377624869993,1.333510822143081,1.3101785344586572,1.1282645412214782,1.1722945122306223,1.3210578529979546,1.4204440037414834,1.5923900220922407,1.6629884313789658,1.3253423384301413,1.8758263744247092
2020-03-08,1.6103325933289874,1.2062207198889636,1.4117637620063226,1.683389067621189,1.4609288899099393,1.3673760267492712,1.2122816823325555,0.84191132295649,1.717904425414977,2.385053551346897,1.4034637451775593,1.4680900751727544,1.3244645886499415,1.42418295640403,1.333510822143081,1.3659728666592386,1.144520288935882,1.2104265143300719,1.2578536779692362,1.3036689363355498,1.4257291125063922,1.8566560213861782,1.1775938133403867,2.075513698652859
2020-03-09,1.6103325933289874,1.2062207198889636,1.4117637620063226,1.683389067621189,1.46852833662335,1.3673760267492712,1.188251819723658,0.84191132295649,1.6949296666092275,2.385053551346897,1.433168396307419,1.4616731525401179,1.2932649573293256,1.440843860436451,1.333510822143081,1.3735140037110525,1.1882297952655816,1.2116026997728615,1.2749453393077408,1.2770760603784905,1.399764705677167,1.8566560213861782,1.1556679750496681,2.075513698652859
2020-03-10,1.6103325933289874,1.2062207198889636,1.4151631152927158,1.683389067621189,1.46852833662335,1.3673760267492712,1.1960183398015662,0.84191132295649,1.6896550835200939,2.385053551346897,1.4340063546162902,1.4699129501069377,1.3116466343005,1.440843860436451,1.333510822143081,1.366455822377088,1.1882297952655816,1.216135324869641,1.2779531692008488,1.288269648238792,1.413752997736026,1.8566560213861782,1.1684850685719297,2.075513698652859
2020-03-11,1.5854520866628308,1.2062207198889636,1.4211807079219512,1.6860496365428883,1.46852833662335,1.3673760267492712,1.1851758609009073,0.84191132295649,1.7109449773394487,2.385053551346897,1.4173256565516137,1.4603978340181423,1.3116466343005,1.440843860436451,1.333510822143081,1.3722977084289858,1.1882297952655816,1.2714576877010828,1.2556198614200929,1.272336660944608,1.3872753210569728,1.8566560213861782,1.1444035901295193,2.075513698652859
2020-03-12,1.6366864059320871,1.3013569380693784,1.4211807079219512,1.7748853313242436,1.46852833662335,1.3673760267492712,1.0284442558544373,0.84191132295649,2.374156391762188,2.385053551346897,1.129604711026209,1.1592302013015139,1.3116466343005,1.440843860436451,1.333510822143081,1.6034267368087762,1.1882297952655816,1.9423377039724379,0.7843245449989489,0.63969166451412,0.4514403979897832,1.0933558502320093,0.31117732134076603,1.2847635801773751
2020-03-13,1.6848005648853084,1.3166854458961041,1.3628418032096126,1.7266286575639942,1.4071959438004198,1.3041506310458213,1.010043382288939,0.8507929493702632,2.447081355580238,2.5238626881960786,1.1502424895518346,1.1888520036506514,1.2722021302863746,1.4063689899760246,1.2853161978542265,1.5770431143104324,1.1391877919160955,2.0802606962203893,0.8236885233484598,0.7123646787307252,0.5561433017778115,1.1989815745119228,0.40520870890653504,1.3936155666026595
2020-03-14,1.6848005648853084,1.3667067675926499,1.3980247892082713,1.7577145718758613,1.4675789802611732,1.3430333764006412,1.0511603605033528,0.8539866409041699,2.434503894735884,2.4287372038747193,1.187189372379076,1.2131320446436291,1.2706438136564633,1.4009733910063251,1.334305634795019,1.5862240686656128,1.1770881590654756,1.9691406143197403,0.8645842261606465,0.7190524921584411,0.5704177609898524,1.1268905683521033,0.4238094959122848,1.3160175733456443
2020-03-15,1.6848005648853084,1.3667067675926499,1.3978250757585475,1.739593855745452,1.471726485071153,1.336581222709106,1.0744498441445014,0.8639979966789922,2.483111513648557,2.429879318054267,1.306400766070054,1.2353218446816556,1.2446634855499459,1.388602469061566,1.4229409680180578,1.5873622133972507,1.173552391505186,1.9435588542562314,1.0090814287699539,0.7304669299470198,0.6290119345915794,1.1275202992912616,0.47936480780555857,1.3184530542077577
2020-03-16,1.6848005648853084,1.3667067675926499,1.3990759475941732,1.745963554992894,1.4618255977427643,1.3587870205892674,1.0569900984354241,0.8408009802768278,2.403691217805275,2.236127767211682,1.1954094389688306,1.1832893998465164,1.242575648195943,1.367980351715044,1.3453449357279013,1.5798977611570946,1.1584550258862298,1.8185185245457158,0.868514106131048,0.6526837978111005,0.4869837853891905,0.9877177228022931,0.3479068529865963,1.159319391465283
2020-03-17,1.6848005648853084,1.3667067675926499,1.3990759475941732,1.7631692575394458,1.4719766047877787,1.3587870205892674,1.061895947971092,0.8427314186742365,2.444206793417239,2.342954235359777,1.199231917085219,1.1893741797652109,1.2684429354827953,1.4290521515826349,1.3634193447446599,1.6075586041507146,1.1766444598976156,1.843955994287394,0.8665914886593618,0.6787844544953929,0.5258399397494213,1.0769388507406925,0.38188344538089347,1.2499717330303532
2020-03-18,1.6848005648853084,1.3667067675926499,1.3990759475941732,1.7631692575394458,1.4719766047877787,1.3587870205892674,1.056402100873707,0.8483116991833108,2.4426964356028504,2.334171223176633,1.1888021159490707,1.1813385408944879,1.2750629286377642,1.4467043007671272,1.3668119178368543,1.6101831457147413,1.182890296578295,1.87885378577483,0.8574022820691514,0.6780840676902008,0.5238362120720067,1.0649464960695638,0.37981502172842496,1.2386308823717993
2020-03-19,1.6848005648853084,1.3667067675926499,1.3931317602205069,1.7631692575394458,1.4719766047877787,1.3587870205892674,1.056402100873707,0.9412124921180262,2.545634286669953,2.503714234508022,1.2464033569954989,1.215957160494743,1.3049682002725365,1.4937995558698978,1.4319384284983037,1.6644365408917827,1.2199926436679978,1.9689291690640256,0.937924070061713,0.7487581821009182,0.6419593774858391,1.19934847437355,0.488309648492402,1.377760376935346
2020-03-20,1.6848005648853084,1.3667067675926499,1.3767516593249514,1.7631692575394458,1.4719766047877787,1.3756696427071742,1.056402100873707,0.9742277416393118,2.518734590202829,2.4744242768870484,1.2846557895957944,1.2785321316401386,1.3049682002725365,1.4937995558698978,1.4319384284983037,1.6577888267788679,1.2199926436679978,1.9813418370868037,0.9773191964677203,0.8174478292671755,0.7369155410705623,1.19934847437355,0.578561767748313,1.35182550366696
2020-03-21,1.6848005648853084,1.3624419918344106,1.38259169875492,1.7631692575394458,1.4319517825678418,1.3734918320436056,1.003035192324853,0.9821639132150581,2.519948083565702,2.5052979357808223,1.276840095757393,1.2785321316401386,1.3049682002725365,1.5003557538266699,1.4474315302161764,1.6524760133939735,1.1718885435911595,1.9891743653377587,0.9647012523922798,0.8907579415238,0.8204425976535128,1.19934847437355,0.6581836399106556,1.3765067975498786
2020-03-22,1.6848005648853084,1.4101555906480465,1.3753830116629304,1.7631692575394458,1.473965178715369,1.373262868978621,1.0724374351109032,1.0241137754081968,2.4490443344787023,2.400751082263194,1.2172668272622653,1.361845236888994,1.3049682002725365,1.5141595383471915,1.4909332651452165,1.6524760133939735,1.2297972874732324,1.881185959475492,0.8890417269278821,0.7772544499093345,0.6604855518038486,1.19934847437355,0.5085378281997247,1.3765067975498786
2020-03-23,1.6772767641154616,1.4106733600236807,1.3822609467241076,1.7721800940967944,1.471696448295944,1.373262868978621,1.0419818017271003,1.0241137754081968,2.506250250482128,2.4895369329240853,1.2536395989371067,1.323679824625677,1.3049682002725365,1.4981207329942132,1.454529362980711,1.6524760133939735,1.1973189587803459,1.9668331017643492,0.9430617591379578,0.8391948175689097,0.75209582853736,1.19934847437355,0.5926363129286313,1.3765067975498786
