Date,ETHUSDT WAVESUSDT_cum_rets,NEOUSDT ATOMUSDT_cum_rets,LTCUSDT ONTUSDT_cum_rets,LTCUSDT HOTUSDT_cum_rets,LTCUSDT IOSTUSDT_cum_rets,LTCUSDT MITHUSDT_cum_rets,QTUMUSDT IOSTUSDT_cum_rets,EOSUSDT MITHUSDT_cum_rets,XLMUSDT ZILUSDT_cum_rets,XLMUSDT MATICUSDT_cum_rets,ONTUSDT ONGUSDT_cum_rets,ONTUSDT IOSTUSDT_cum_rets,ETCUSDT ICXUSDT_cum_rets,ETCUSDT NULSUSDT_cum_rets,ETCUSDT ONGUSDT_cum_rets,ETCUSDT ZILUSDT_cum_rets,ETCUSDT IOSTUSDT_cum_rets,ICXUSDT LINKUSDT_cum_rets,NULSUSDT ONGUSDT_cum_rets,ONGUSDT IOSTUSDT_cum_rets,HOTUSDT IOSTUSDT_cum_rets,ZRXUSDT MATICUSDT_cum_rets,FETUSDT IOSTUSDT_cum_rets,BATUSDT MATICUSDT_cum_rets
2019-10-02,1.2749818683124445,0.9971245349668382,1.145519861237822,1.5140019792884085,1.3442892083199836,1.0459964168658626,1.1949564776002053,0.6065546939271277,1.0038815887225003,1.4279281103846606,1.136059841011411,0.9808693970137483,1.2666858982136666,1.2100922373460667,1.267056101725906,1.2596320657329962,1.009978687274899,1.1225306218055964,0.99905038779178,0.9937374031890559,0.7465594875754482,1.36704302130081,0.8687127763968091,1.450907542270475
2019-10-03,1.3042505427897089,0.9860330024893066,1.145519861237822,1.5327530548319834,1.3024829426120552,1.064316255446545,1.2542107104188787,0.6106447485512961,1.0362639454119802,1.406114799464198,1.1257326000990129,1.0440406471286288,1.2666858982136666,1.204457599513971,1.2759105153294745,1.2596320657329962,1.009978687274899,1.092970062751903,0.979966118128966,1.0683188028409232,0.830429803204761,1.3438502696219652,0.9477793028064386,1.4170730539744465
2019-10-04,1.286536025976745,0.9918984393443541,1.1532488303609822,1.5369073452522435,1.2786356835891977,1.0680362523550364,1.226102960298126,0.622412002136093,1.0441784355254533,1.4068311011188173,1.10375458137571,1.0171328959870325,1.2666858982136666,1.1814154757612478,1.2894589927978748,1.250218143852039,0.9792249562620654,1.100520358841389,0.9484978412480569,1.1115643817767864,0.8763802781404583,1.3356278999518172,0.9908924752672856,1.413215860842528
2019-10-05,1.272747214897302,0.9521495307890959,1.1590747402963937,1.5369073452522435,1.286140578070772,1.0680362523550364,1.2333530156221006,0.6145756856938938,1.0499818913019396,1.400285762899158,1.143091505463015,1.0264745842491314,1.2642417680872373,1.195813035852952,1.2499392837731738,1.247330594712945,0.9840565171306805,1.0976187707352167,1.0011660847450816,1.0948993841652168,0.8707724549858005,1.330018254382681,0.9847967383082156,1.3964383376014176
2019-10-06,1.2812302139777936,0.970546066283674,1.1590747402963937,1.5369073452522435,1.2900696580143443,1.0680362523550364,1.2526683663275402,0.6079352582916173,1.114888379264294,1.372312959367011,1.143091505463015,1.044139262733749,1.2728815116285288,1.2341206643723346,1.2320946130725692,1.1901626227999393,0.9959940854493784,1.1865130723499275,1.0344451806358765,1.0558874180254079,0.8254537064144786,1.3160653112646608,0.9385535378154133,1.3831159248937053
2019-10-07,1.2841640935574277,0.9408638880072214,1.1590747402963937,1.5369073452522435,1.3016980163957046,1.0828700032085847,1.254510016388765,0.6274269998291973,1.111613979102718,1.430306901752723,1.143091505463015,1.042853822546205,1.2662079907493982,1.2341206643723346,1.207559352574074,1.2008379888522556,0.9941908255195234,1.1865130723499275,1.0344451806358765,1.0679708986984493,0.8546384702390859,1.361280883221649,0.962368904671697,1.4305898756151172
2019-10-08,1.2920267849514948,0.9474965203052712,1.1590747402963937,1.5323454998841144,1.3137681073637997,1.0828700032085847,1.275247037355292,0.6274269998291973,1.1592920640761573,1.430306901752723,1.1303508131830167,1.0636646370582372,1.2407342704108828,1.2341206643723346,1.193960808663772,1.163400190216488,1.0083341354706874,1.1255819037851247,1.0344451806358765,1.036502919437056,0.8196931952249242,1.361280883221649,0.925016208742044,1.5152302091982506
2019-10-09,1.2920267849514948,0.9632855712840909,1.1590747402963937,1.5896312197380642,1.3021596040200412,1.0828700032085847,1.275247037355292,0.6274269998291973,1.1553574494861498,1.3022368527603458,1.1543327764159932,1.0668262397370178,1.2878972991694277,1.2341206643723346,1.2434876552517817,1.1990200054779367,1.0412386165962269,1.050403614876282,1.0344451806358765,1.0491471089728288,0.8297553037606592,1.2481367523485545,0.9362900437400171,1.3956687729885076
2019-10-10,1.2834674859281412,0.9542929198714268,1.1590747402963937,1.5924002931892272,1.3008003705255384,1.094352364277446,1.269566777794507,0.6438758505421198,1.112473258607628,1.2035727760657684,1.1212582648298532,1.0835338738946856,1.2878972991694277,1.233329371114978,1.2011781321636918,1.21315215707829,1.0412386165962269,1.1099811052833493,1.0344451806358765,1.0112360351323533,0.7924846352857011,1.1753614135209718,0.897980871717553,1.2987516577778364
2019-10-11,1.2852115417457102,0.9602100089148332,1.1590747402963937,1.5952166387160758,1.30459241595503,1.1106161092621227,1.2614314473049926,0.6438758505421198,1.1382366525044794,1.2197635392169082,1.0891309903371007,1.0835338738946856,1.2878972991694277,1.221077100355868,1.1591680725519389,1.1830830415148106,1.0412386165962269,1.0651166678683475,1.0344451806358765,0.980526867449207,0.7658112107304965,1.179974766738419,0.8726135157701036,1.3110450289664417
2019-10-12,1.2914233942819848,0.9629796772174537,1.1692282928025404,1.593986133603622,1.3240334901574822,1.1106161092621227,1.2864426350392235,0.6434477614670591,1.108783676375101,1.235981265677453,1.129009995347178,1.0835338738946856,1.2847017948085615,1.230686975726678,1.2097250956001306,1.2085792587485993,1.0412386165962269,1.1191422315567685,1.0924125812286705,1.0217836441170383,0.7997936622178947,1.193135286830534,0.9020399469948814,1.3299707285854183
2019-10-13,1.2876519323326785,0.9629796772174537,1.1733477560775367,1.6030506054294722,1.3240334901574822,1.1106161092621227,1.2864426350392235,0.6623407661425433,1.0970603239690804,1.2748037539980062,1.16883046929548,1.0835338738946856,1.2834249018136457,1.2111104574402651,1.2493611203216448,1.2199141445578825,1.0412386165962269,1.1607704807301928,1.1245414365648945,1.018568596254172,0.7820800714140734,1.2538917154870233,0.8902793185769559,1.3698312930192529
2019-10-14,1.2920346989902782,0.9629796772174537,1.1733477560775367,1.5955602645833973,1.3240334901574822,1.1106161092621227,1.2864426350392235,0.6623407661425433,1.089977990439536,1.2623332131355587,1.1740757582710202,1.0835338738946856,1.2801118913972953,1.197741325184678,1.2493611203216448,1.2226817174773505,1.0412386165962269,1.1441428188636666,1.1237156159750055,1.02365099570391,0.7869421412279598,1.2643169651624544,0.8894913807935292,1.362998347896928
2019-10-15,1.2920346989902782,0.9876972983545337,1.1733477560775367,1.6055816367684856,1.3240334901574822,1.1106161092621227,1.2864426350392235,0.6623407661425433,1.0686310533961554,1.31518369672333,1.2102308802752415,1.0835338738946856,1.2826860858172648,1.2009259722044836,1.234309220416389,1.2226817174773505,1.0412386165962269,1.1929348160009827,1.1551402880013204,0.9917501391267992,0.7333948749736526,1.2968926098521787,0.8440197041046931,1.417598379676852
2019-10-16,1.2964348125345029,0.9876972983545337,1.1733477560775367,1.594856727735778,1.3240334901574822,1.1106161092621227,1.2864426350392235,0.6623407661425433,1.0075399655368853,1.3471318442620526,1.2102308802752415,1.0662287359395752,1.278173060449315,1.195388376922673,1.2299198060454228,1.2226817174773505,1.0412386165962269,1.2007121167566355,1.1625346375682377,0.9484298796009221,0.6740154225641766,1.2968926098521787,0.7960744535024381,1.4447353165727113
2019-10-17,1.291139813815829,0.9876972983545337,1.1733477560775367,1.6303730605857676,1.3240334901574822,1.1106161092621227,1.2927429582904586,0.6623407661425433,1.0319162395895187,1.3251600122724811,1.2102308802752415,1.0911245323124412,1.287714057040073,1.200670946620599,1.2258149122921533,1.2374637187544457,1.0539386543328506,1.187707011786949,1.1646203929649717,0.9748584718236137,0.7078596872330531,1.2968926098521787,0.826171636702594,1.4447353165727113
2019-10-18,1.296769252182964,0.9876972983545337,1.176812832049205,1.6203618268076228,1.3240334901574822,1.1106161092621227,1.2793817004268035,0.6623407661425433,1.0054407537184173,1.386229136083458,1.2102308802752415,1.0717545894202176,1.2759899917673327,1.1955337641358408,1.221851018009403,1.2234028707581452,1.0393933761722816,1.2074612846906256,1.1646203929649717,0.9403163720859281,0.6602717795711684,1.2968926098521787,0.784657945027882,1.4447353165727113
2019-10-19,1.2955470474287711,0.9823090039531918,1.1711563549197264,1.5833539920975408,1.3142642413169354,1.1106161092621227,1.2748046008309624,0.6623407661425433,1.001742316509006,1.386229136083458,1.2102308802752415,1.0625490881834427,1.2711981200360871,1.18032640954827,1.2249195145646532,1.2194271671569916,1.0312968786744805,1.2078661317153494,1.1646203929649717,0.924276130169903,0.641669491840687,1.3066212528709436,0.7661202083764763,1.4447353165727113
2019-10-20,1.2954710754658403,0.9993074841479771,1.1637520550643412,1.6268815310669975,1.3216406062859785,1.1106161092621227,1.2859196523442575,0.6623407661425433,1.0099550767216723,1.386229136083458,1.2102308802752415,1.080900748515347,1.2750449100279946,1.1819213215274331,1.211916223861556,1.2190636538222088,1.0414181596315493,1.1746905397983378,1.1646203929649717,0.9495747816098072,0.6707221007625155,1.2971682220222371,0.7935040294643869,1.4447353165727113
2019-10-21,1.2954710754658403,1.0051522466571237,1.1726220185794172,1.6177112997425211,1.3249225961253988,1.1313255363046204,1.2897077953042713,0.6623407661425433,1.0356058732173812,1.386229136083458,1.2102308802752415,1.074345100267492,1.2632073670692097,1.1874051412480933,1.199985123864865,1.2317296154791337,1.0334327823779141,1.1111660892672954,1.1646203929649717,0.9465724150478039,0.6647489972807348,1.3628869421706884,0.7870918030935723,1.4447353165727113
2019-10-22,1.2954710754658403,0.9880170420583126,1.1726220185794172,1.6177112997425211,1.3249225961253988,1.1313255363046204,1.2897077953042713,0.6850114236593717,1.010974585182129,1.386229136083458,1.2102308802752415,1.0645577209238581,1.2686046018835997,1.1932603603251841,1.2039339100717674,1.2249428214200009,1.0340917161894188,1.115572771620775,1.1646203929649717,0.9270821937028564,0.6372862098452055,1.3628869421706884,0.7612185723401002,1.4447353165727113
2019-10-23,1.2954710754658403,0.9732312274909267,1.1726220185794172,1.6177112997425211,1.3249225961253988,1.1313255363046204,1.2897077953042713,0.6850114236593717,0.939238230285131,1.386229136083458,1.2102308802752415,1.0397257632078567,1.2422083440817233,1.1932603603251841,1.1857823605112185,1.1892578320831433,1.0178915038655167,1.1105233585691208,1.1646203929649717,0.8789492133307232,0.5616010696324194,1.3628869421706884,0.7012840170075625,1.4447353165727113
2019-10-24,1.3045905540011165,0.9922531398066449,1.1754146185203844,1.6177112997425211,1.324081751474531,1.1313255363046204,1.2897077953042713,0.6850114236593717,0.9525886599972249,1.3942438384397509,1.242327765389538,1.0404633525458449,1.240617527318448,1.196242316334029,1.2129652490935765,1.1997354542578327,1.0191325509559621,1.070888906452174,1.1646203929649717,0.8673272503763766,0.5582360849471266,1.3628869421706884,0.6976878276626595,1.4567790093893906
2019-10-25,1.280459702569724,0.9835697304359591,1.1798278610797153,1.6177112997425211,1.3246012757463643,1.1313255363046204,1.3236742313419836,0.6850114236593717,1.0082119953222677,1.4529442155803376,1.2308974959550731,1.0776144712228515,1.2331840555721822,1.206869521169542,1.197722245723405,1.203603915909771,1.0462619507685873,1.036760090528339,1.1646203929649717,0.9619603484480029,0.6850037372111013,1.3628869421706884,0.8118773323337146,1.4986858468997895
2019-10-26,1.2795861598360796,0.9155849358085113,1.1798278610797153,1.6004721855079551,1.329597398598347,1.1313255363046204,1.347082661237085,0.6850114236593717,0.9988804752581714,1.4529442155803376,1.232619269383078,1.0776144712228515,1.23120461514343,1.1984822073341153,1.23617189033975,1.2106112852814235,1.0462619507685873,1.069405920093795,1.1646203929649717,0.9377540058605267,0.6641512773151662,1.3628869421706884,0.7918963874870548,1.4986858468997895
2019-10-27,1.298229714184323,0.822650034867246,1.0209477946247962,1.5783103035447352,1.329597398598347,1.1313255363046204,1.347082661237085,0.6871939596970338,1.072395782739748,1.4529442155803376,1.2164971998988237,1.1041003535837,1.2808544068494558,1.27900309341872,1.1295618469851905,1.2505432003355608,0.8949205333916482,1.1026208145749647,1.1646203929649717,1.1216148051047503,0.930814963763999,1.3628869421706884,1.0418762855139416,1.4986858468997895
2019-10-28,1.298229714184323,0.8530675308082599,1.084341834138175,1.58100494615352,1.3833774152238645,1.1313255363046204,1.4136185418226574,0.6953273171398309,1.0646368441307732,1.4529442155803376,1.2043506180503922,1.1041003535837,1.270545438779268,1.2540813569393232,1.1872866707228422,1.253269271363133,0.9649164411628403,1.1046703946802683,1.2437846293232826,1.2044177008676011,1.054371916176047,1.3628869421706884,1.1572025805024715,1.4986858468997895
2019-10-29,1.308301067108291,0.8609222584181652,1.1254555727660447,1.582478369877645,1.38049408232567,1.1313255363046204,1.3824292195996732,0.6954206600300401,1.0616602932449348,1.4529442155803376,1.246517754134064,1.1041003535837,1.2902134370212655,1.250046847406176,1.1728432490901708,1.2669393217812956,0.9533852159135754,1.103861994440487,1.2195782878052026,1.1767686434807292,1.009485012072489,1.3628869421706884,1.1173435927781206,1.4986858468997895
2019-10-30,1.310887508568824,0.8251042835871204,1.100316448917302,1.5792061969082343,1.2965249152618799,1.1313255363046204,1.2714073840526843,0.730739876749211,1.0568459856102084,1.4529442155803376,1.246517754134064,1.0265487028520286,1.2653897638709064,1.2050667407584734,1.17817290908031,1.2626255926381718,0.8536202887022553,1.124159887440448,1.2543065642086995,1.0532477012467283,0.8673200489712152,1.3628869421706884,0.9796727689069056,1.4986858468997895
2019-10-31,1.306214626793142,0.904208051010744,1.1350615603324172,1.5749804789239372,1.2646859200660705,1.1561792117870695,1.206808193396916,0.7531908963766569,1.0618770714752452,1.4529442155803376,1.246517754134064,0.9555091046650938,1.2912594675880942,1.2288784311475873,1.197271063633105,1.2585498622231022,0.803218424669365,1.0826681627459318,1.2609933704405467,0.977941543039613,0.7838259104977643,1.3628869421706884,0.8982904550918025,1.4986858468997895
2019-11-01,1.2986946843876768,0.904208051010744,1.1350615603324172,1.5784397921468067,1.2907007396297678,1.1561792117870695,1.2231827438519582,0.7614779319237437,1.1518062976236019,1.4529442155803376,1.246517754134064,0.9750285402026204,1.292236127288077,1.233408504681215,1.2126087002578372,1.1927839002246157,0.8268343127592255,1.0875576120336437,1.27221577613604,0.9958279369351457,0.8073345429627873,1.3628869421706884,0.9219264336224197,1.4986858468997895
2019-11-02,1.2925985451768292,0.904208051010744,1.1350615603324172,1.5725214910711232,1.3073830274078855,1.1561792117870695,1.2328194587487982,0.772287517339614,1.1120626003516876,1.4529442155803376,1.2351785127287358,1.0017705365640877,1.2904781642471277,1.2118072764287824,1.2126087002578372,1.2234153950351225,0.841845831433421,1.0924871041881203,1.2735870796367375,1.0065697145614438,0.8162285529631652,1.3628869421706884,0.9303513907730431,1.4986858468997895
2019-11-03,1.291880644681165,0.904208051010744,1.1350615603324172,1.5707303819834009,1.3352615979797373,1.1561792117870695,1.2463393719923717,0.772287517339614,1.1029601330073175,1.4529442155803376,1.2481121341217407,1.0107928004639721,1.2804723771148803,1.2511671851052084,1.2126087002578372,1.2308424177941686,0.8650610397680061,1.1060152373184329,1.2534053602792583,1.034714693624042,0.8499426516459315,1.3628869421706884,0.9643453258780906,1.4986858468997895
2019-11-04,1.2925428584248528,0.904208051010744,1.1350615603324172,1.5538842488140054,1.3352615979797373,1.1561792117870695,1.269095797062163,0.772287517339614,1.0960579120559029,1.4529442155803376,1.2366071398802647,1.014810556313598,1.2504569453759118,1.2657238992103341,1.2126087002578372,1.2285501124448144,0.8776383947838706,1.1064145073132574,1.2595444864177496,1.0331134331593368,0.8504062925197005,1.3628869421706884,0.9673770352417541,1.4986858468997895
2019-11-05,1.2892105070468785,0.904208051010744,1.113151805139735,1.5542373147056687,1.3356627350798713,1.149552731290281,1.269095797062163,0.772287517339614,1.112211602815957,1.4529442155803376,1.2373444294363563,0.9870401362492291,1.2401210537363085,1.2657238992103341,1.2126087002578372,1.2183313408812337,0.8648899991274089,1.1086410258690043,1.261229115000158,1.0007232265571242,0.8137954931097262,1.3392841683566692,0.933081146394383,1.483341108324314
2019-11-06,1.3008582768425416,0.8894248272840553,1.099188827069957,1.547933423071253,1.3239435574853058,1.1486888508004618,1.269095797062163,0.7797951271260933,1.1476544351603273,1.462072108573075,1.2363557661959137,0.9833373563163333,1.2462126703728758,1.2733086579516755,1.200752853164553,1.205927381541022,0.8754718453199611,1.0850918881817249,1.2764796439989416,0.9994356885977213,0.8140791801197829,1.3647336643785273,0.9330911760488512,1.506926112182243
2019-11-07,1.310307124249249,0.8844484099454049,1.1176413384196584,1.5921087326770955,1.3066782511636892,1.1655135539334072,1.269095797062163,0.7887137870948056,1.1722156818585714,1.4196590048435733,1.216684518568052,1.0273603708597163,1.266388454354269,1.2472870795377267,1.1658327113026905,1.2060189385494922,0.8754718453199611,1.1080019730830657,1.2764796439989416,1.053657430914866,0.8841659494962663,1.3274359133511542,0.9984030223452226,1.462446753006009
2019-11-08,1.310307124249249,0.8752514142980734,1.0828027693876283,1.6047840157944848,1.2698660621898503,1.1799491253223182,1.220463659248976,0.7887137870948056,1.1722156818585714,1.4681797573876518,1.2214681911277605,1.0273603708597163,1.2950671622888494,1.244805695543029,1.159607433003542,1.2443133592417306,0.8392419308602012,1.0894391882461438,1.2764796439989416,1.1235556177698607,0.9761275001236255,1.3624300419397848,1.0814725288793432,1.497316858906975
2019-11-09,1.3079735360940008,0.8565411774079001,1.0721738622538501,1.6181064113874692,1.2611625379713705,1.1799491253223182,1.2262772445200492,0.7797402338053482,1.1722156818585714,1.4334985679978736,1.2447916425647496,1.0273603708597163,1.2950671622888494,1.2505970769479169,1.183507468650013,1.2443133592417306,0.8396206508731556,1.0590653759102442,1.2764796439989416,1.124807557843393,0.9704700810310659,1.339779504751025,1.0775148502650513,1.4732187150896225
2019-11-10,1.3154263271378663,0.8423687268083626,1.0755403846491949,1.6181064113874692,1.2629331616441746,1.1799491253223182,1.2324921891036382,0.7846326707965777,1.1722156818585714,1.3918877305063284,1.2523030303950933,1.0331113002056678,1.2950671622888494,1.2501006860915769,1.1938606217246424,1.2443133592417306,0.8430882586612576,1.068712501064454,1.2764796439989416,1.1086341201210252,0.9458471468098408,1.3013294893254643,1.0549160305003875,1.4283640708102947
2019-11-11,1.3180401710467184,0.8304305220662227,1.0871102395307486,1.6181064113874692,1.2832897582773346,1.1799491253223182,1.2511798627307598,0.7870401931123494,1.1722156818585714,1.4109001809369948,1.235097963042768,1.042367132715993,1.2950671622888494,1.2488443690524726,1.1863287578962327,1.2443133592417306,0.8572903458467312,1.0770801825811336,1.2764796439989416,1.0949855750372286,0.9361880913123976,1.313077024897315,1.04613206248004,1.4407825211685636
2019-11-12,1.3180401710467184,0.8867387667515784,1.1275416570963581,1.6181064113874692,1.302687816180778,1.1799491253223182,1.247619487102901,0.7813326799711611,1.1722156818585714,1.4412811620502683,1.2105910676400569,1.0359619057915863,1.2950671622888494,1.2659709629317797,1.1910581354986394,1.252299241440127,0.8720782671546505,1.0535782696811742,1.2764796439989416,1.0682146282099727,0.9032052046085172,1.3405643199399182,1.0142520544969658,1.47224750601468
2019-11-13,1.3180401710467184,0.8867387667515784,1.1200434969767283,1.6303731244447066,1.302687816180778,1.1799491253223182,1.2535315057077727,0.7816301654729058,1.1722156818585714,1.4368756760890102,1.2172667571768412,1.0403535427352375,1.2950671622888494,1.2659709629317797,1.207711451369966,1.256140608236248,0.8822328751343611,0.9913887749235663,1.2764796439989416,1.0584721920592128,0.8883186338185436,1.3372545115900374,1.0023627271564246,1.478372257415864
2019-11-14,1.3180401710467184,0.9076664966788087,1.1342533712685852,1.6312071596986684,1.2994552845374274,1.1799491253223182,1.2535315057077727,0.7796989543976465,1.1722156818585714,1.4667931973361097,1.2185030633012381,1.0468425008711266,1.2950671622888494,1.2769605942150344,1.207711451369966,1.2862508214084736,0.8822328751343611,0.9844673046929326,1.2764796439989416,1.0695112997266718,0.9074655902245483,1.3570955321546636,1.0228625692787314,1.50794756725398
2019-11-15,1.3180401710467184,0.9237390780176923,1.1587860950187954,1.6192899004670265,1.2816198430923675,1.169904078169692,1.2535315057077727,0.7858457201229605,1.1722156818585714,1.4667931973361097,1.2467612007803555,1.0834202625509863,1.2950671622888494,1.290660382340657,1.207711451369966,1.2862508214084736,0.8822328751343611,0.983120004425764,1.2764796439989416,1.0526266214816984,0.8877492824847918,1.3570955321546636,1.0075049113316694,1.50794756725398
2019-11-16,1.3259573151266457,0.9142320168758047,1.1587860950187954,1.631573837580518,1.2847695506685948,1.1498665374180264,1.242218209195115,0.7858457201229605,1.1722156818585714,1.5087238194485835,1.2467612007803555,1.0834202625509863,1.2950671622888494,1.2988243416672112,1.215245409952073,1.2983850064697102,0.883741385138783,1.000148495040296,1.2764796439989416,1.041376239624511,0.8752045901759014,1.3887286970462658,0.9997672509970771,1.5306623846258383
2019-11-17,1.3286688289502482,0.9195838161907061,1.1587860950187954,1.631573837580518,1.3058894578501654,1.1640968456220686,1.2540855045986385,0.7943203384054416,1.1722156818585714,1.4999950982028918,1.2467612007803555,1.0908069519925838,1.27938131716295,1.2988243416672112,1.2104354914079023,1.3056451665135524,0.8985410352440393,1.0272996663575205,1.2764796439989416,1.060228406683953,0.8963187796961967,1.3859628082691982,1.014817882045596,1.518018890013805
2019-11-18,1.337202575231727,0.9113840226002937,1.1587860950187954,1.6109084069594535,1.3058894578501654,1.1711644577203493,1.2665828442369915,0.8098765092523226,1.1722156818585714,1.4863839470843985,1.2467612007803555,1.106376606798542,1.2874772805601067,1.2988243416672112,1.2289533618677204,1.3381247497714006,0.9178880796657033,1.0640503441159281,1.2764796439989416,1.1058054114400397,0.9617405973317282,1.3810593676599099,1.0721612906243132,1.5117567882775744
2019-11-19,1.3414430633044772,0.8840231081397292,1.1587860950187954,1.613427767634851,1.3058894578501654,1.1711644577203493,1.2665828442369915,0.7968878272965052,1.1722156818585714,1.538088421723658,1.2467612007803555,1.06143334039718,1.2641461922252741,1.2807583293302645,1.2289533618677204,1.3622778258026993,0.9178880796657033,1.0887245480209817,1.2582835128768248,1.1058054114400397,0.91504258049424,1.4259553371294347,1.0284918201697666,1.5651650517266065
2019-11-20,1.3387489825780532,0.8696037504308703,1.1587860950187954,1.6256201232672938,1.3058894578501654,1.1711644577203493,1.295496606191115,0.7986109762015914,1.1722156818585714,1.538088421723658,1.2467612007803555,1.0917260003563534,1.286306491497245,1.2682077859330927,1.2469933427891076,1.3622778258026993,0.9178880796657033,1.094873796032517,1.2831778244945262,1.1058054114400397,0.9654289899917233,1.4556471136613498,1.0724424823871879,1.5651650517266065
2019-11-21,1.3399096699525788,0.8718464879316601,1.1587860950187954,1.6308881980857457,1.3058894578501654,1.1711644577203493,1.295496606191115,0.8190398867019504,1.1722156818585714,1.538088421723658,1.262498099716851,1.1359635469284222,1.3171043766130917,1.2396056664093011,1.2220296394336265,1.3622778258026993,0.8719683313692648,1.1447685998333492,1.2591735900328067,1.1058054114400397,1.0688354591382188,1.460406583099188,1.0724424823871879,1.5651650517266065
2019-11-22,1.3596118375705075,0.9032590182833008,1.1587860950187954,1.6308881980857457,1.3058894578501654,1.1711644577203493,1.230977221189955,0.8190398867019504,1.1722156818585714,1.538088421723658,1.2786913281416836,1.1359635469284222,1.3171043766130917,1.2309753749762584,1.2062496861359553,1.3622778258026993,0.822410227435767,1.217400817279818,1.224268885608597,0.9932130858664153,1.0688354591382188,1.4581822584038164,1.0724424823871879,1.5651650517266065
2019-11-23,1.3631948452418867,0.9352515935399779,1.1587860950187954,1.6308881980857457,1.3261714720047326,1.1711644577203493,1.2464525302720506,0.8201774108734651,1.1909174348968012,1.538088421723658,1.2786913281416836,1.159494119195572,1.3206830292229164,1.2655505979785564,1.2031297228087068,1.3661898331404048,0.8384505718057982,1.188844570288049,1.2068198419087441,1.0375779327264494,1.0688354591382188,1.3317948175479406,1.1160026660638238,1.5651650517266065
2019-11-24,1.367560578051483,0.9352515935399779,1.1587860950187954,1.6308881980857457,1.3142139518516183,1.1711644577203493,1.2033736026483766,0.8098395137950652,1.1391884393331306,1.6236789958213294,1.2786913281416836,1.1164098031685739,1.302912151253432,1.2499343298189691,1.179329810789525,1.350603688426366,0.8037193232555784,1.2681127293563708,1.1669740286503352,0.9476405056666944,1.0688354591382188,1.4027715296087468,1.0038422617127227,1.6333231492601152
2019-11-25,1.3727687383230263,0.8886137633594774,1.1587860950187954,1.6322031803900416,1.328871651950925,1.1711644577203493,1.2401332987865958,0.8667962494908068,1.1775383535559878,1.3602136438890997,1.2694146004905724,1.1375927452592447,1.3054426261049712,1.234552987457254,1.1860705851801292,1.373768250133927,0.8307018969680979,1.2681127293563708,1.1867885987062377,0.9978580826817561,1.1311863722507487,1.1641762425276039,1.0451858920526726,1.3901489222262238
2019-11-26,1.3727687383230263,0.8861121554939002,1.1516688573244827,1.638639022664223,1.3203542122547454,1.1903794856789802,1.2365659020385362,0.8831812786572809,1.227875034417496,1.326358331683073,1.2681329780477544,1.1311696631918466,1.305115198564462,1.2493307800213573,1.1901352388387414,1.3995822122963606,0.8255931564589098,1.2681127293563708,1.1876816842950613,1.004499936359137,1.1428705444915765,1.1387956241350365,1.0509335768495576,1.3583464551363673
2019-11-27,1.3727687383230263,0.8815643199859499,1.1486555862045251,1.638639022664223,1.3602127275894231,1.1953846458060597,1.2862295057879718,0.8873207145026326,1.2285550493963984,1.2143191369108366,1.3222497581206631,1.1887183196835522,1.3328576858194525,1.2447882904151435,1.2411137401515813,1.394743766237764,0.8721151514686336,1.2681127293563708,1.2534671460458813,1.0708889305153284,1.2372145260166054,1.043148829536614,1.1269628972799304,1.2529159103663776
2019-11-28,1.3822272560397781,0.8581901728968159,1.1433421987479828,1.638639022664223,1.3434192194657368,1.1953846458060597,1.2904443047885295,0.8830089629165256,1.2501687564965798,1.2951483031456257,1.3222497581206631,1.1887183196835522,1.3328576858194525,1.260061829634036,1.2604487072617043,1.4095286398661868,0.8721151514686336,1.2681127293563708,1.2203547602385625,1.0937733532584137,1.2576677016260551,1.1188847569311378,1.1493703491273508,1.3295843814263408
2019-11-29,1.3822272560397781,0.8330087675367104,1.1279423712351684,1.638639022664223,1.3540295947833032,1.1953846458060597,1.2946610339106677,0.8886385171797275,1.2765255556305748,1.2236054940072771,1.3222497581206631,1.1887183196835522,1.3328576858194525,1.260061829634036,1.262363905386962,1.4167396420394176,0.8721151514686336,1.2681127293563708,1.2214884900870795,1.1070094832401562,1.2759071355677316,1.0567533254727288,1.1638581758159199,1.268002809239252
2019-11-30,1.3822272560397781,0.8340055854311803,1.1475430915205882,1.6257875149551189,1.3742946471199604,1.1953846458060597,1.3141807201623263,0.9013301661577728,1.260814348125439,1.0754994704762972,1.3222497581206631,1.1887183196835522,1.3328576858194525,1.2559570285498893,1.2706365498496128,1.4167396420394176,0.8721151514686336,1.2681127293563708,1.1997948702483099,1.0596194176535432,1.213592790863643,0.915833542845202,1.0986972874870395,1.1246593467636856
2019-12-01,1.3822272560397781,0.8521747634596086,1.1475430915205882,1.6238652655222299,1.3742946471199604,1.1953846458060597,1.292552398274077,0.9013301661577728,1.2374113172754937,1.1586604078762541,1.3222497581206631,1.1887183196835522,1.3328576858194525,1.2441426122786874,1.268721424947492,1.4167396420394176,0.8721151514686336,1.2681127293563708,1.1929063682217562,1.0871582719082296,1.2450941066344647,0.9928504863506952,1.1346165738917697,1.1989425049993379
